Project	Column	Card	CardURL	Type	Number	Labels	Repo	State	CreatedAt	UpdatedAt	ClosedAt	ClosedBy	Title	Size
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/5776	Issue	5776	[]	dataverse	closed	2019-04-22 16:46:31	2022-10-12 00:00:27	2022-10-12 00:00:27		Document queries used to de-identify user data	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9019	Issue	9019	[]	dataverse	closed	2022-10-03 17:09:57	2022-10-05 15:22:12	2022-10-05 15:22:04		5.12 release tasks	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8986	Issue	8986	[]	dataverse	closed	2022-09-22 15:33:50	2022-10-05 14:22:31	2022-10-05 14:22:31		perf test on 5.12 rc	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9023	PullRequest	9023	[]	dataverse	closed	2022-10-04 20:50:09	2022-10-05 01:01:43	2022-10-04 20:55:01		merge develop to master for 5.12	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9004	PullRequest	9004	[]	dataverse	closed	2022-09-29 15:37:57	2022-10-04 20:33:25	2022-10-04 20:33:24		bump version to 5.12	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8996	PullRequest	8996	[]	dataverse	closed	2022-09-26 17:27:08	2022-09-29 15:27:02	2022-09-29 15:26:53		8979 5 12 release notes	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8721	PullRequest	8721	[]	dataverse	closed	2022-05-19 14:42:45	2022-09-27 13:02:34	2022-09-27 13:02:28		8720 allow metadata re export in smaller batches	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/pull/164	PullRequest	164	[]	dataverse.harvard.edu	closed	2022-05-13 15:36:40	2022-09-26 17:42:53	2022-08-04 19:50:28		Update 3D Objects metadatablock's Material Composition field	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8877	PullRequest	8877	[]	dataverse	closed	2022-08-01 20:25:14	2022-09-26 17:20:57	2022-09-26 17:20:50		update Making Releases in dev guide (hotfixes too) #8795	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8953	PullRequest	8953	[]	dataverse	closed	2022-09-01 12:54:15	2022-09-26 15:14:24	2022-09-26 15:03:51		Address security issues by package version updates in pom.xml files	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8992	Issue	8992	[]	dataverse	closed	2022-09-23 18:18:28	2022-09-23 19:58:42	2022-09-23 19:58:42		"NPE when calling put(""/api/edit/"" + fileId)"	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8993	PullRequest	8993	[]	dataverse	closed	2022-09-23 18:32:57	2022-09-23 19:58:41	2022-09-23 19:58:41		switch to our regular createDataverseRequest pattern #8992	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8991	PullRequest	8991	[]	dataverse	closed	2022-09-23 14:16:44	2022-09-23 15:32:00	2022-09-23 14:25:47		document Dataverse.jl	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8949	PullRequest	8949	"[Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Installer""), Label(name=""Feature: Installation Guide""), Label(name=""dependencies"")]"	dataverse	closed	2022-08-31 11:59:32	2023-05-21 19:15:36	2022-09-21 19:33:41		8947 Update to Payara 5.2022.3	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8906	PullRequest	8906	[]	dataverse	closed	2022-08-09 19:15:30	2022-09-26 15:14:32	2022-09-21 16:59:32		8859 update api error msg	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8723	PullRequest	8723	[]	dataverse	closed	2022-05-20 13:32:49	2022-09-26 15:15:32	2022-09-21 16:58:08		custom JavaScript setting for metadata editing	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8894	PullRequest	8894	"[Label(name=""hdc""), Label(name=""3a""), Label(name=""3b""), Label(name=""1""), Label(name=""NIH OTA: 1.1.1""), Label(name=""pm.GREI-d-1.1.1"")]"	dataverse	closed	2022-08-04 19:23:53	2023-03-20 12:14:10	2022-09-19 19:07:29		Release Notes related to HDC 1 and 3A/3B	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8891	PullRequest	8891	"[Label(name=""hdc""), Label(name=""1""), Label(name=""NIH OTA: 1.1.1""), Label(name=""pm.GREI-d-1.1.1"")]"	dataverse	closed	2022-08-04 12:56:12	2023-03-20 12:14:14	2022-09-19 17:19:15		GDCC/Globus and Big Data Support	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/187	Issue	187	[]	dataverse.harvard.edu	closed	2022-08-31 21:39:39	2022-09-22 20:25:14	2022-09-19 17:12:48		Upgrade/rebuild the server running demo.dataverse.org 	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8835	PullRequest	8835	[]	dataverse	closed	2022-07-08 19:34:48	2022-09-19 19:08:18	2022-09-19 14:11:31		GDCC/7527-fix-redetect	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8823	PullRequest	8823	"[Label(name=""Type: Feature""), Label(name=""Feature: Code Infrastructure""), Label(name=""Feature: Developer Guide""), Label(name=""Feature: Admin Guide""), Label(name=""User Role: Sysadmin""), Label(name=""Containers & Cloud"")]"	dataverse	closed	2022-06-30 17:08:15	2023-05-21 19:15:38	2022-09-14 17:34:10		7000 mpconfig basic infra	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8923	PullRequest	8923	"[Label(name=""Type: Bug"")]"	dataverse	closed	2022-08-19 15:56:40	2022-09-21 17:03:50	2022-09-14 17:26:24		GDCC/Update storageIO processing to match RemoteOverlay	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8880	PullRequest	8880	[]	dataverse	closed	2022-08-02 10:27:08	2022-09-10 14:03:53	2022-09-09 19:59:02		optionally split Shibboleth affiliation and return first or last value	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8743	PullRequest	8743	[]	dataverse	closed	2022-05-25 21:30:36	2022-09-10 14:03:34	2022-09-08 22:25:51		8715 importddi termofuse	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8809	PullRequest	8809	[]	dataverse	closed	2022-06-20 12:03:04	2022-09-10 14:04:11	2022-09-08 19:49:46		class field can be replaced by local variable	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8965	PullRequest	8965	[]	dataverse	closed	2022-09-08 11:40:35	2022-09-08 13:07:31	2022-09-08 13:04:21		add lip-computing/dataverse to prep.rst	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8961	PullRequest	8961	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-09-07 14:31:17	2022-09-07 20:21:33	2022-09-07 20:21:32		Change setting name	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-sample-data/pull/33	PullRequest	33	[]	dataverse-sample-data	closed	2022-08-11 18:42:30	2022-09-07 19:31:03	2022-09-07 19:30:39		deal with license backward incompatibility	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/179	Issue	179	"[Label(name=""sz.Medium"")]"	dataverse.harvard.edu	closed	2022-07-28 22:46:03	2022-09-06 15:48:00	2022-09-06 15:48:00		Spike. Unpublished datasets and some published datasets with missing files have file download counts	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8925	PullRequest	8925	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-08-19 16:07:18	2022-09-07 20:22:57	2022-09-06 13:50:23		GDCC/8924 - Check archival status	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8927	PullRequest	8927	[]	dataverse	closed	2022-08-22 16:03:39	2022-09-07 20:23:38	2022-08-27 04:41:39		8868 fix json import	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8937	Issue	8937	[]	dataverse	closed	2022-08-25 14:07:58	2022-08-26 19:37:46	2022-08-26 19:33:26		test failure in develop: HarvestingServerIT.testOaiFunctionality	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8939	PullRequest	8939	[]	dataverse	closed	2022-08-26 13:12:31	2022-08-26 19:42:19	2022-08-26 19:33:25		Quick fix for a failing harvesting test  #8937	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8901	PullRequest	8901	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-08-06 17:35:57	2022-08-24 21:04:49	2022-08-24 21:04:48		GDCC/8449 use original files in archival bag	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8910	Issue	8910	"[Label(name=""Internal Infrastructure"")]"	dataverse	closed	2022-08-10 17:57:46	2022-08-23 15:49:29	2022-08-23 15:49:29		Spike: Backstop the local Dataverse QA process	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8793	PullRequest	8793	"[Label(name=""hdc""), Label(name=""2""), Label(name=""NIH OTA: 1.3.1""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2022-06-10 11:00:14	2023-03-20 13:14:27	2022-08-18 19:48:42		Added new static facet to show metadata blocks with values	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8920	PullRequest	8920	[]	dataverse	closed	2022-08-15 11:30:16	2022-08-26 18:55:51	2022-08-18 19:16:36		#8919: removing an extra space from an API message	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/7325	PullRequest	7325	"[Label(name=""hdc""), Label(name=""1""), Label(name=""NIH OTA: 1.1.1""), Label(name=""pm.GREI-d-1.1.1"")]"	dataverse	closed	2020-10-13 18:40:25	2023-03-20 12:14:20	2022-08-18 13:57:03		Simple support for remote web stores	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8752	PullRequest	8752	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-05-26 22:26:24	2022-08-15 19:46:27	2022-08-15 19:46:27		GDCC/8750 DRS archiver	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8775	PullRequest	8775	"[Label(name=""hdc""), Label(name=""3b"")]"	dataverse	closed	2022-06-03 22:10:23	2022-08-12 21:15:11	2022-08-12 21:11:34		GDCC/HDC 3B-Bi-directional LDN messaging, Template Instructions	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8917	PullRequest	8917	[]	dataverse	closed	2022-08-12 17:24:30	2022-08-12 18:48:12	2022-08-12 18:48:12		fix npes on template page	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8751	PullRequest	8751	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-05-26 21:20:47	2022-08-10 13:23:53	2022-08-10 13:23:53		GDCC/8749 S3 Archiver	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8902	PullRequest	8902	[]	dataverse	closed	2022-08-06 20:03:43	2022-08-26 18:54:20	2022-08-09 19:20:41		Remove editVersion calls, standardize restricted file render logic	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8610	PullRequest	8610	"[Label(name=""TDL""), Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-04-13 21:58:31	2022-08-08 19:45:05	2022-08-08 19:45:04		TDL/7493 Batch Archiving	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/180	Issue	180	[]	dataverse.harvard.edu	closed	2022-08-01 16:02:38	2022-11-07 19:30:01	2022-08-08 13:47:04		Fix the files affected by the 5.11 delete bug in production	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/171	Issue	171	"[Label(name=""sz.trivial"")]"	dataverse.harvard.edu	closed	2022-06-22 22:51:50	2022-08-15 20:18:04	2022-08-05 18:07:23		Add SAEF metadata block to Demo Dataverse for testing	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8888	PullRequest	8888	[]	dataverse	closed	2022-08-03 08:54:37	2022-08-26 18:53:15	2022-08-05 14:29:44		Remove broken link and description of DataCite Proxy no longer used by ADA	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8886	PullRequest	8886	[]	dataverse	closed	2022-08-03 08:49:59	2022-08-26 18:51:34	2022-08-05 14:23:29		fix GDCC link	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8844	PullRequest	8844	[]	dataverse	closed	2022-07-14 14:34:30	2022-08-26 18:49:50	2022-08-04 20:56:57		Iqss/8841 restore checksum view	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8866	PullRequest	8866	[]	dataverse	closed	2022-07-29 08:34:21	2022-08-26 18:50:52	2022-08-04 20:46:23		Add support for dx.doi.org	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8765	PullRequest	8765	[]	dataverse	closed	2022-06-02 14:02:46	2022-08-26 18:48:05	2022-08-04 20:34:12		8686 update dataset api bug	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8717	PullRequest	8717	[]	dataverse	closed	2022-05-18 19:22:26	2022-08-26 18:47:48	2022-08-04 15:56:33		Update previewer/GDCC github URLs	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8831	PullRequest	8831	[]	dataverse	closed	2022-07-05 15:08:03	2022-08-26 18:49:33	2022-08-04 15:42:56		#8820 render confirm delete button on delete group click	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8890	PullRequest	8890	[]	dataverse	closed	2022-08-03 14:43:32	2022-08-26 18:53:36	2022-08-04 15:42:00		rename SQL script for consistency post 5.11.1	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8865	PullRequest	8865	[]	dataverse	closed	2022-07-28 16:13:56	2022-08-26 18:50:43	2022-08-03 20:54:31		Add Storj integration guide to docs	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8779	PullRequest	8779	[]	dataverse	closed	2022-06-07 18:54:55	2022-08-26 18:48:24	2022-08-03 20:23:33		#64 bump Tika to 2.4.1	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8819	PullRequest	8819	[]	dataverse	closed	2022-06-28 11:28:07	2022-08-26 18:48:57	2022-08-03 19:55:16		#8818 - Added reference to translation tool to Internationalization section of the documentation	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8863	PullRequest	8863	[]	dataverse	closed	2022-07-27 21:00:27	2022-08-26 18:50:25	2022-08-03 19:49:27		only render edit files when hasValidTermsOfAccess #8742	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/181	Issue	181	"[Label(name=""bug"")]"	dataverse.harvard.edu	closed	2022-08-01 16:42:34	2022-08-03 19:08:23	2022-08-03 19:07:43		"Remove ""Study Design"" label when editing a dataset's fields in the customNDR metadata block"	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8884	PullRequest	8884	[]	dataverse	closed	2022-08-02 17:52:38	2022-08-26 18:51:18	2022-08-03 13:40:31		merge 5.11.1 hotfix into develop	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8879	PullRequest	8879	[]	dataverse	closed	2022-08-01 21:11:40	2022-08-04 15:44:01	2022-08-02 17:44:28		8878 5.11.1 hotfix	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8773	PullRequest	8773	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-06-03 18:14:20	2022-08-02 17:57:16	2022-07-29 14:20:05		TDL/7493 improve bag generator failure handling part 2	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8812	PullRequest	8812	"[Label(name=""hdc""), Label(name=""2""), Label(name=""NIH OTA: 1.3.1""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2022-06-23 17:26:19	2023-03-20 13:14:20	2022-07-29 14:02:23		Added Computational Workflow metadata and related documentation	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8748	PullRequest	8748	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-05-26 20:24:33	2022-08-02 17:57:01	2022-07-28 19:50:42		Gdcc/8745 archival status UI	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8747	PullRequest	8747	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-05-26 20:01:04	2022-08-02 17:56:41	2022-07-28 16:16:43		Gdcc/8746 single version semantics for archiving	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8861	PullRequest	8861	[]	dataverse	closed	2022-07-26 20:33:33	2022-08-02 17:59:58	2022-07-27 20:54:17		show alert to enable popups for external tools #8766	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8855	PullRequest	8855	[]	dataverse	closed	2022-07-22 17:59:54	2022-08-02 17:59:30	2022-07-27 20:28:45		Iqss/8846 fix popup	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8545	PullRequest	8545	[]	dataverse	closed	2022-03-29 14:53:40	2022-08-02 17:56:20	2022-07-27 20:05:05		Update 5.10-release-notes.md database query regarding multiple license change	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8858	PullRequest	8858	[]	dataverse	closed	2022-07-25 18:46:41	2022-08-02 17:59:44	2022-07-27 19:45:26		add sleep in FilesIT, clean up assertions #6846	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8851	Issue	8851	[]	dataverse	closed	2022-07-21 19:01:38	2022-08-02 17:59:20	2022-07-27 19:37:21		DVUploader URL is Wrong in Guides	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8852	PullRequest	8852	[]	dataverse	closed	2022-07-21 19:18:52	2022-08-02 17:59:14	2022-07-27 19:37:20		Fixed DVUploader URL	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/175	Issue	175	[]	dataverse.harvard.edu	closed	2022-07-19 23:55:19	2022-07-27 14:36:36	2022-07-27 14:36:36		More large file upload requests	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/174	Issue	174	[]	dataverse.harvard.edu	closed	2022-07-19 23:50:40	2022-07-26 00:23:14	2022-07-26 00:23:14		Upgrade production to 5.11 	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8834	PullRequest	8834	[]	dataverse	closed	2022-07-07 14:40:36	2022-08-02 17:58:43	2022-07-25 23:38:21		8832 toa validation error on ds create	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8792	PullRequest	8792	"[Label(name=""hdc""), Label(name=""2""), Label(name=""NIH OTA: 1.3.1""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2022-06-10 10:38:39	2023-03-20 13:14:12	2022-07-22 20:48:32		BagIt Support - Improve error messages for BagIt handler	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8800	PullRequest	8800	[]	dataverse	closed	2022-06-13 19:18:28	2022-07-25 14:30:56	2022-07-22 19:55:50		correct multi-license introductory description	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8744	PullRequest	8744	"[Label(name=""hdc""), Label(name=""2""), Label(name=""NIH OTA: 1.3.1""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2022-05-26 11:29:38	2023-03-20 13:13:48	2022-07-22 19:51:05		File Recognition - Add support for files without extensions	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8782	PullRequest	8782	[]	dataverse	closed	2022-06-08 00:05:31	2022-07-25 14:29:28	2022-07-22 14:46:34		Proper handling of exceptions when exporting metadata	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8696	PullRequest	8696	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-05-13 19:58:37	2022-07-25 14:26:48	2022-07-21 20:56:38		GDCC/8605-add-archival-status-support	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8612	PullRequest	8612	"[Label(name=""TDL""), Label(name=""hdc""), Label(name=""3a""), Label(name=""QDR"")]"	dataverse	closed	2022-04-13 23:01:59	2022-07-25 14:26:12	2022-07-18 20:26:10		GDCC/8604 Improve archiver error handling	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8755	PullRequest	8755	"[Label(name=""hdc""), Label(name=""2""), Label(name=""NIH OTA: 1.3.1""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2022-05-31 15:11:04	2023-03-20 13:14:35	2022-07-18 18:13:27		BagIt Support - Improved ignored files for BagIt handler	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8770	PullRequest	8770	"[Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-06-02 22:12:06	2022-07-25 14:29:06	2022-07-18 17:43:14		HDC 3A: Update OAI-ORE contents to add collections, PID URL, brandname	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8708	PullRequest	8708	[]	dataverse	closed	2022-05-17 20:45:19	2022-07-25 14:27:18	2022-07-14 14:36:49		8127 citation field improvements	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8761	PullRequest	8761	"[Label(name=""hdc""), Label(name=""2""), Label(name=""NIH OTA: 1.3.1""), Label(name=""pm.GREI-d-1.3.1""), Label(name=""pm.GREI-d-1.3.2"")]"	dataverse	closed	2022-06-01 16:13:47	2023-03-20 13:14:46	2022-07-15 20:39:33		File Recognition - Added computational workflow file types	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8837	PullRequest	8837	[]	dataverse	closed	2022-07-12 14:01:18	2022-07-25 14:30:14	2022-07-15 19:19:59		#8735 fix edit fields	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8833	PullRequest	8833	"[Label(name=""dependencies"")]"	dataverse	closed	2022-07-06 20:43:27	2022-07-25 14:30:42	2022-07-14 20:05:33		Bump jbcrypt from 0.3m to 0.4	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8665	PullRequest	8665	[]	dataverse	closed	2022-04-29 08:12:33	2022-09-07 12:04:40	2022-07-13 18:36:08		Fix support protocol http import OAI_DC	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/pull/167	PullRequest	167	[]	dataverse.harvard.edu	closed	2022-06-01 18:35:14	2022-06-27 22:18:21	2022-06-27 22:18:18		Edit customNDR metadatablock's Study Design fields	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8757	Issue	8757	[]	dataverse	closed	2022-06-01 07:47:25	2022-06-24 20:50:46	2022-06-23 20:02:18		Bug: File restriction still possible with setting PublicInstall	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8758	PullRequest	8758	[]	dataverse	closed	2022-06-01 07:53:47	2022-06-24 20:50:36	2022-06-23 20:02:19		Iqss/8757 file restriction with public install	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8727	PullRequest	8727	[]	dataverse	closed	2022-05-23 12:35:35	2022-06-23 19:24:10	2022-06-23 19:17:52		Iqss/8726 better HTTP range request support	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8804	PullRequest	8804	[]	dataverse	closed	2022-06-15 07:09:43	2022-06-24 20:51:31	2022-06-23 14:06:25		Documentation: Add SampleDB to the list of integrations	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8799	PullRequest	8799	[]	dataverse	closed	2022-06-13 18:59:31	2022-06-24 20:50:56	2022-06-23 14:00:49		setting default license doesn't require edit-license.json	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8767	PullRequest	8767	[]	dataverse	closed	2022-06-02 21:04:30	2022-06-13 15:56:33	2022-06-13 15:56:30		add 5.11 release notes	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8599	Issue	8599	[]	dataverse	closed	2022-04-12 16:22:44	2022-06-09 20:34:56	2022-06-09 20:34:56		500 server error when adding a dataset in dataverse where default template has no associated terms	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8789	PullRequest	8789	[]	dataverse	closed	2022-06-09 18:20:00	2022-06-09 20:35:00	2022-06-09 20:34:57		8599 legacy template issue	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8772	PullRequest	8772	[]	dataverse	closed	2022-06-03 15:07:10	2022-06-08 17:30:19	2022-06-08 16:26:01		#165 ensure ordering of MDBs with Citation first	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8780	PullRequest	8780	[]	dataverse	closed	2022-06-07 19:24:24	2022-06-09 17:25:26	2022-06-07 19:46:53		Add migration scripts to apps page	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8705	Issue	8705	"[Label(name=""NIH OTA DC"")]"	dataverse	closed	2022-05-17 17:21:10	2022-06-04 16:14:57	2022-06-04 16:14:57		Spike: Sync up on Dataverse/Open DP integration	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8762	Issue	8762	[]	dataverse	closed	2022-06-01 18:18:10	2022-06-02 19:08:05	2022-06-02 19:08:05		Jenkins jobs failing	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8609	PullRequest	8609	"[Label(name=""TDL""), Label(name=""hdc""), Label(name=""3a"")]"	dataverse	closed	2022-04-13 20:46:17	2022-06-02 15:11:03	2022-05-27 19:34:34		TDL/7493 Improve BagGenerator failure handling	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8699	PullRequest	8699	"[Label(name=""TDL""), Label(name=""hdc""), Label(name=""3a""), Label(name=""QDR"")]"	dataverse	closed	2022-05-16 19:24:12	2022-06-02 15:20:11	2022-05-26 22:33:02		IQSS/8698 - fix bag-info.txt file creation	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8734	PullRequest	8734	[]	dataverse	closed	2022-05-24 17:04:24	2022-06-02 15:21:49	2022-05-26 18:54:40		#8646 carry TOA over to access popup on template change	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/8728	Issue	8728	"[Label(name=""Status: UX & UI""), Label(name=""Type: Bug"")]"	dataverse	closed	2022-05-23 17:46:35	2022-06-02 15:21:31	2022-05-26 18:29:35		Instructional text at the top of the Dataset page does not make sense	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8729	PullRequest	8729	[]	dataverse	closed	2022-05-23 19:02:58	2022-06-02 15:21:23	2022-05-26 18:29:35		IQSS/8728-incorrect text with no metadata language set 	0
